;denominador;numerador;Frequência;P-value;Qtd_1_Denom;Qtd_0_Demon;D0N0;D0N1;D1N0;D1N1
48;D37;Fuma;0.4;0.680180580869204;20;108;70;38;12;8
49;D38;Fuma;1;0.0192774091404522;3;125;82;43;0;3
50;D39;Fuma;0.333333333333333;0.822975388973649;15;113;72;41;10;5
51;D4;Fuma;1;0.00666741471135697;4;124;82;42;0;4
52;D40;Fuma;1;0.00666741471135697;4;124;82;42;0;4
53;D41;Fuma;0.6;0.252649548240488;5;123;80;43;2;3
54;D42;Fuma;0.333333333333333;0.924214003182506;3;125;80;45;2;1
55;D43;Fuma;0.666666666666667;0.261650822951307;3;125;81;44;1;2
56;D44;Fuma;0.297297297297297;0.350638862110726;37;91;56;35;26;11
57;D45;Fuma;0.545454545454545;0.178516355944478;11;117;77;40;5;6
58;D46;Fuma;0.297297297297297;0.350638862110726;37;91;56;35;26;11
59;D47;Fuma;0.583333333333333;0.0894190257337713;12;116;77;39;5;7
60;D48;Fuma;0.2;0.064111757722669;25;103;62;41;20;5
61;D49;Fuma;0.307692307692308;0.68200455078705;13;115;73;42;9;4
62;D5;Fuma;1;0.0192774091404522;3;125;82;43;0;3
63;D50;Fuma;1;0.0570268627122226;2;126;82;44;0;2
64;D51;Fuma;1;0.180118629660033;1;127;82;45;0;1
65;D52;Fuma;0.5;0.676126454476383;2;126;81;45;1;1
66;D53;Fuma;1;0.0570268627122226;2;126;82;44;0;2
67;D9;Fuma;1;0.180118629660033;1;127;82;45;0;1
68;RMDQ1_v1;Fuma;0.162162162162162;0.535626496475847;74;108;84;24;62;12
69;RMDQ2_v1;Fuma;0.166666666666667;0.581690612423897;78;104;81;23;65;13
70;RMDQ3_v1;Fuma;0.191176470588235;0.906722143524252;68;116;93;23;55;13
71;RMDQ4_v1;Fuma;0.173913043478261;0.667801806476608;46;138;110;28;38;8
72;RMDQ5_v1;Fuma;0.225806451612903;0.462316666993236;62;122;100;22;48;14
73;RMDQ6_v1;Fuma;0.270833333333333;0.126703511190992;48;136;113;23;35;13
74;RMDQ7_v1;Fuma;0.342857142857143;0.0155892967516733;35;148;124;24;23;12
75;RMDQ8_v1;Fuma;0.5;0.0273381213191091;8;175;143;32;4;4
76;RMDQ9_v1;Fuma;0.333333333333333;0.0395332184219696;30;153;127;26;20;10
77;RMDQ10_v1;Fuma;0.314285714285714;0.0517070262410556;35;148;123;25;24;11
78;RMDQ11_v1;Fuma;0.305555555555556;0.0668261736475372;36;147;122;25;25;11
79;RMDQ12_v1;Fuma;0.289473684210526;0.106127955311832;38;145;120;25;27;11
80;RMDQ13_v1;Fuma;0.256410256410256;0.290470834302873;39;144;118;26;29;10
81;RMDQ14_v1;Fuma;0.261904761904762;0.226028990162637;42;141;116;25;31;11
82;RMDQ15_v1;Fuma;0.24;0.557980095719506;25;158;128;30;19;6
83;RMDQ16_v1;Fuma;0.3125;0.0697133721004221;32;151;125;26;22;10
84;RMDQ17_v1;Fuma;0.225;0.610776724454523;40;143;116;27;31;9
85;RMDQ18_v1;Fuma;0.290322580645161;0.150294452815812;31;152;125;27;22;9
86;RMDQ19_v1;Fuma;0.285714285714286;0.198035355349415;28;155;127;28;20;8
87;RMDQ20_v1;Fuma;0.34375;0.0212605359177866;32;151;126;25;21;11
88;RMDQ21_v1;Fuma;0.268292682926829;0.190621992109653;41;142;117;25;30;11
89;RMDQ22_v1;Fuma;0.294117647058824;0.11335937634298;34;149;123;26;24;10
90;RMDQ23_v1;Fuma;0.303030303030303;0.0897216220711249;33;150;124;26;23;10
91;RMDQ24_v1;Fuma;0.354838709677419;0.0150990196424508;31;152;127;25;20;11
92;DN4 - Queimação;Fuma;0.192771084337349;0.563773679871448;83;101;78;23;67;16
93;DN4 - Sensação de frio dolorosa;Fuma;0.119047619047619;0.0898930960292662;42;141;107;34;37;5
94;DN4 - Choque elétrico;Fuma;0.269230769230769;0.213907084570306;52;134;109;25;38;14
95;DN4 - Formigamento;Fuma;0.173913043478261;0.492195107558159;46;140;109;31;38;8
96;DN4 - Alfinetada e agulhada;Fuma;0.320754716981132;0.0188149262656854;53;133;111;22;36;17
97;DN4 - Adormecimento;Fuma;0.203703703703704;0.85987139323557;54;130;102;28;43;11
98;DN4 - Coceira;Fuma;0.5;0.0392052080717575;8;178;143;35;4;4
99;DH4 - Hipoestesia ao toque;Fuma;0.571428571428571;0.0165441606794115;7;179;144;35;3;4
100;DN4 - Hipoestesia a picada de agulha;Fuma;0.625;0.00317934889476581;8;178;144;34;3;5
101;DN4 - Escovação;Fuma;0.666666666666667;0.00518563487972528;6;180;145;35;2;4
102;Fuma;Cirurgia_coluna;0.647058823529412;0.000756144213616695;34;144;96;48;12;22
103;Cirurgia_coluna;Cirurgia_coluna;1;3,04E-34;79;134;134;0;0;79
104;Aposentado;Cirurgia_coluna;0.606060606060606;0.00526436526379383;33;151;99;52;13;20
105;Desempregado;Cirurgia_coluna;0.625;0.0156538458128831;24;156;99;57;9;15
106;Licenca_Medica;Cirurgia_coluna;0.769230769230769;0.00425012436767734;13;169;107;62;3;10
107;Aposentado_Invalidez;Cirurgia_coluna;0.4;0.971343896432104;5;176;107;69;3;2
108;Analg.e9.sicos;Cirurgia_coluna;0.385185185185185;0.954510014019125;135;63;39;24;83;52
109;OutraDoenca;Cirurgia_coluna;0.383561643835616;0.767481460709041;73;116;69;47;45;28
110;Dor_costas;Cirurgia_coluna;0.417391304347826;0.428894661857236;115;75;48;27;67;48
111;Dor_pernas;Cirurgia_coluna;0.555555555555556;0.003576257458436;54;132;89;43;24;30
112;Retornar_trabalho;Cirurgia_coluna;0.5;0.230050240924217;16;169;110;59;8;8
113;Masc;Cirurgia_coluna;0.397163120567376;0.266666356359924;141;72;49;23;85;56
114;Fem;Cirurgia_coluna;0.319444444444444;0.266666356359924;72;141;85;56;49;23
115;Casado_Amasiado;Cirurgia_coluna;0.353658536585366;0.201538629625116;82;96;53;43;53;29
116;Solteiro;Cirurgia_coluna;0.424657534246575;0.647656045392028;73;105;64;41;42;31
117;Separado_Divorciado;Cirurgia_coluna;0.375;0.861921684126111;8;170;101;69;5;3
118;X4;Cirurgia_coluna;0;0.408527180838061;1;177;105;72;1;0
119;X5;Cirurgia_coluna;0.5;0.693849595610497;4;174;104;70;2;2
120;X6;Cirurgia_coluna;0.7;0.0500138051072718;10;168;103;65;3;7
121;Livrar_costas;Cirurgia_coluna;0.438775510204082;0.839495200184812;98;15;8;7;55;43
122;Livrar_perna;Cirurgia_coluna;0.461538461538462;0.883064417403572;13;100;56;44;7;6
123;Livrar_perda_sens;Cirurgia_coluna;0.5;0.868744414179442;2;111;62;49;1;1
124;D1;Cirurgia_coluna;0;0.348070916478987;1;117;62;55;1;0
125;D15;Cirurgia_coluna;1;0.0144633272971544;5;113;63;50;0;5
126;D16;Cirurgia_coluna;0.470588235294118;0.968027946264935;17;101;54;47;9;8
127;D17;Cirurgia_coluna;0.666666666666667;0.480558585282761;3;115;62;53;1;2
128;D18;Cirurgia_coluna;0.583333333333333;0.390383343668942;12;106;58;48;5;7
129;D19;Cirurgia_coluna;0;0.0572747675759925;4;114;59;55;4;0
130;D2;Cirurgia_coluna;0.6;0.539659987297388;5;113;61;52;2;3
131;D20;Cirurgia_coluna;0.166666666666667;0.131253173863049;6;112;58;54;5;1
132;D21;Cirurgia_coluna;0;0.0327610202654722;5;113;58;55;5;0
133;D22;Cirurgia_coluna;0;0.348070916478987;1;117;62;55;1;0
134;D23;Cirurgia_coluna;0.5;0.922786031527084;2;116;62;54;1;1
135;D24;Cirurgia_coluna;0.409090909090909;0.552312931460711;22;96;50;46;13;9
136;D25;Cirurgia_coluna;0.5;0.890027290247415;4;114;61;53;2;2
137;D26;Cirurgia_coluna;0;0.348070916478987;1;117;62;55;1;0
138;D27;Cirurgia_coluna;1;0.0604130830069361;3;115;63;52;0;3
139;D28;Cirurgia_coluna;0.6;0.539659987297388;5;113;61;52;2;3
140;D29;Cirurgia_coluna;0.513513513513513;0.485316958495754;37;81;45;36;18;19
141;D3;Cirurgia_coluna;0;0.348070916478987;1;117;62;55;1;0
142;D30;Cirurgia_coluna;0.5;0.497745388138535;54;64;36;28;27;27
143;D31;Cirurgia_coluna;0.615384615384615;0.25269735986155;13;105;58;47;5;8
144;D32;Cirurgia_coluna;0.46875;0.9719381907556;32;86;46;40;17;15
145;D33;Cirurgia_coluna;0.444444444444444;0.892205853201895;9;109;58;51;5;4
146;D34;Cirurgia_coluna;1;0.126868659625014;2;116;63;53;0;2
147;D35;Cirurgia_coluna;1;0.126868659625014;2;116;63;53;0;2
148;D36;Cirurgia_coluna;1;0.00712608896570684;6;112;63;49;0;6
149;D37;Cirurgia_coluna;0.526315789473684;0.565684335979093;19;99;54;45;9;10
150;D38;Cirurgia_coluna;1;0.126868659625014;2;116;63;53;0;2
151;D39;Cirurgia_coluna;0.428571428571429;0.764293505813152;14;104;55;49;8;6
152;D4;Cirurgia_coluna;0.666666666666667;0.480558585282761;3;115;62;53;1;2
153;D40;Cirurgia_coluna;1;0.0294248479919993;4;114;63;51;0;4
154;D41;Cirurgia_coluna;0.833333333333333;0.0641869210190012;6;112;62;50;1;5
155;D42;Cirurgia_coluna;0;0.182624551928033;2;116;61;55;2;0
156;D43;Cirurgia_coluna;0.5;0.922786031527084;2;116;62;54;1;1
157;D44;Cirurgia_coluna;0.514285714285714;0.495650914043256;35;83;46;37;17;18
158;D45;Cirurgia_coluna;0.7;0.12118016092976;10;108;60;48;3;7
159;D46;Cirurgia_coluna;0.5;0.638624518771858;34;84;46;38;17;17
160;D47;Cirurgia_coluna;0.666666666666667;0.209488455027041;9;109;60;49;3;6
161;D48;Cirurgia_coluna;0.375;0.316152130871299;24;94;48;46;15;9
162;D49;Cirurgia_coluna;0.454545454545455;0.935692524034151;11;107;57;50;6;5
163;D5;Cirurgia_coluna;1;0.126868659625014;2;116;63;53;0;2
164;D50;Cirurgia_coluna;1;0.282453923933158;1;117;63;54;0;1
165;D51;Cirurgia_coluna;1;0.282453923933158;1;117;63;54;0;1
166;D52;Cirurgia_coluna;0.5;0.922786031527084;2;116;62;54;1;1
167;D53;Cirurgia_coluna;0.5;0.922786031527084;2;116;62;54;1;1
168;D9;Cirurgia_coluna;1;0.282453923933158;1;117;63;54;0;1
169;RMDQ1_v1;Cirurgia_coluna;0.36;0.745790179650833;75;119;78;41;48;27
170;RMDQ2_v1;Cirurgia_coluna;0.346153846153846;0.759906498431339;78;116;75;41;51;27
171;RMDQ3_v1;Cirurgia_coluna;0.333333333333333;0.67605112151853;72;124;79;45;48;24
172;RMDQ4_v1;Cirurgia_coluna;0.269230769230769;0.144652157982923;52;144;89;55;38;14
173;RMDQ5_v1;Cirurgia_coluna;0.338461538461538;0.779181831593866;65;131;84;47;43;22
174;RMDQ6_v1;Cirurgia_coluna;0.387755102040816;0.545564242361793;49;147;97;50;30;19
175;RMDQ7_v1;Cirurgia_coluna;0.40625;0.45509881513079;32;163;108;55;19;13
176;RMDQ8_v1;Cirurgia_coluna;0.571428571428571;0.207945629010943;7;188;124;64;3;4
177;RMDQ9_v1;Cirurgia_coluna;0.464285714285714;0.16556191656699;28;167;112;55;15;13
178;RMDQ10_v1;Cirurgia_coluna;0.424242424242424;0.317886853296308;33;162;108;54;19;14
179;RMDQ11_v1;Cirurgia_coluna;0.428571428571429;0.273793510915317;35;160;107;53;20;15
180;RMDQ12_v1;Cirurgia_coluna;0.378378378378378;0.674064106348984;37;158;104;54;23;14
181;RMDQ13_v1;Cirurgia_coluna;0.425;0.256171387705129;40;155;104;51;23;17
182;RMDQ14_v1;Cirurgia_coluna;0.380952380952381;0.620689130722894;42;153;101;52;26;16
183;RMDQ15_v1;Cirurgia_coluna;0.384615384615385;0.67991840914;26;169;111;58;16;10
184;RMDQ16_v1;Cirurgia_coluna;0.483870967741935;0.0851074997133805;31;164;111;53;16;15
185;RMDQ17_v1;Cirurgia_coluna;0.4;0.445253196569288;40;155;103;52;24;16
186;RMDQ18_v1;Cirurgia_coluna;0.413793103448276;0.425453756427533;29;166;110;56;17;12
187;RMDQ19_v1;Cirurgia_coluna;0.481481481481481;0.118864274131215;27;168;113;55;14;13
188;RMDQ20_v1;Cirurgia_coluna;0.433333333333333;0.290413173481526;30;165;110;55;17;13
189;RMDQ21_v1;Cirurgia_coluna;0.325;0.724050556181161;40;155;100;55;27;13
190;RMDQ22_v1;Cirurgia_coluna;0.387096774193548;0.624891640611865;31;164;108;56;19;12
191;RMDQ23_v1;Cirurgia_coluna;0.433333333333333;0.290413173481526;30;165;110;55;17;13
192;RMDQ24_v1;Cirurgia_coluna;0.428571428571429;0.338013017668139;28;167;111;56;16;12
193;DN4 - Queimação;Cirurgia_coluna;0.380434782608696;0.896388173692458;92;105;66;39;57;35
194;DN4 - Sensação de frio dolorosa;Cirurgia_coluna;0.375;0.899280469153179;48;148;94;54;30;18
195;DN4 - Choque elétrico;Cirurgia_coluna;0.431372549019608;0.292917092159791;51;149;97;52;29;22
196;DN4 - Formigamento;Cirurgia_coluna;0.458333333333333;0.145943615807705;48;152;100;52;26;22
197;DN4 - Alfinetada e agulhada;Cirurgia_coluna;0.442307692307692;0.209315704631462;52;148;97;51;29;23
198;DN4 - Adormecimento;Cirurgia_coluna;0.358490566037736;0.763080231205605;53;144;89;55;34;19
199;DN4 - Coceira;Cirurgia_coluna;0.444444444444444;0.635964783089406;9;191;121;70;5;4
200;DH4 - Hipoestesia ao toque;Cirurgia_coluna;0.6;0.280678605211463;5;195;124;71;2;3
201;DN4 - Hipoestesia a picada de agulha;Cirurgia_coluna;0.4;0.88809703569092;5;195;123;72;3;2
202;DN4 - Escovação;Cirurgia_coluna;0.5;0.586449856605349;4;196;124;72;2;2
203;Fuma;Aposentado;0.244444444444444;0.196513840798873;45;144;121;23;34;11
204;Cirurgia_coluna;Aposentado;0.277777777777778;0.00526436526379383;72;112;99;13;52;20
205;Aposentado;Aposentado;1;1,26E-31;37;164;164;0;0;37
206;Desempregado;Aposentado;0.366666666666667;0.0046365154113666;30;167;142;25;19;11
207;Licenca_Medica;Aposentado;0.263157894736842;0.327417215834905;19;180;149;31;14;5
208;Aposentado_Invalidez;Aposentado;0.125;0.677219347858284;8;186;152;34;7;1
209;Analg.e9.sicos;Aposentado;0.181102362204724;0.990231616017593;127;66;54;12;104;23
210;OutraDoenca;Aposentado;0.267605633802817;0.0358790520062171;71;124;106;18;52;19
211;Dor_costas;Aposentado;0.213675213675214;0.229648956990171;117;76;65;11;92;25
212;Dor_pernas;Aposentado;0.229508196721311;0.320663558134686;61;130;108;22;47;14
213;Retornar_trabalho;Aposentado;0.619047619047619;5,70E+05;21;155;138;17;8;13
214;Masc;Aposentado;0.21969696969697;0.0715188039001151;132;69;61;8;103;29
215;Fem;Aposentado;0.115942028985507;0.0715188039001151;69;132;103;29;61;8
216;Casado_Amasiado;Aposentado;0.180722891566265;0.955155069707267;83;107;88;19;68;15
217;Solteiro;Aposentado;0.111111111111111;0.0354740198927289;81;109;84;25;72;9
218;Separado_Divorciado;Aposentado;0.375;0.139374818308345;8;182;151;31;5;3
219;X4;Aposentado;0;0.415033450743752;3;187;153;34;3;0
220;X5;Aposentado;0;0.345330162238084;4;186;152;34;4;0
221;X6;Aposentado;0.636363636363636;4,55E+09;11;179;152;27;4;7
222;Livrar_costas;Aposentado;0.238095238095238;0.15630849088816;105;14;13;1;80;25
223;Livrar_perna;Aposentado;0.0769230769230769;0.190610733049083;13;106;81;25;12;1
224;Livrar_perda_sens;Aposentado;0;0.595433050706267;1;118;92;26;1;0
225;D1;Aposentado;0;0.578126229420996;1;131;100;31;1;0
226;D15;Aposentado;0.166666666666667;0.686761644479342;6;126;96;30;5;1
227;D16;Aposentado;0.45;0.0137332931936109;20;112;90;22;11;9
228;D17;Aposentado;0;0.2066028535923;5;127;96;31;5;0
229;D18;Aposentado;0.125;0.268848540129623;16;116;87;29;14;2
230;D19;Aposentado;0.285714285714286;0.744241612082321;7;125;96;29;5;2
231;D2;Aposentado;0.25;0.916926461823846;8;124;95;29;6;2
232;D20;Aposentado;0.25;0.916926461823846;8;124;95;29;6;2
233;D21;Aposentado;0.285714285714286;0.744241612082321;7;125;96;29;5;2
234;D22;Aposentado;0.5;0.372732044491854;2;130;100;30;1;1
235;D23;Aposentado;0.5;0.372732044491854;2;130;100;30;1;1
236;D24;Aposentado;0.153846153846154;0.276902884734919;26;106;79;27;22;4
237;D25;Aposentado;0.5;0.203944264190864;4;128;99;29;2;2
238;D26;Aposentado;0.5;0.372732044491854;2;130;100;30;1;1
239;D27;Aposentado;0.4;0.374461448361999;5;127;98;29;3;2
240;D28;Aposentado;0.333333333333333;0.560245108322694;6;126;97;29;4;2
241;D29;Aposentado;0.30952380952381;0.166784306030934;42;90;72;18;29;13
242;D3;Aposentado;0;0.429821621542201;2;130;99;31;2;0
243;D30;Aposentado;0.32258064516129;0.0252328425788867;62;70;59;11;42;20
244;D31;Aposentado;0.1875;0.633645101438005;16;116;88;28;13;3
245;D32;Aposentado;0.27027027027027;0.549079018955791;37;95;74;21;27;10
246;D33;Aposentado;0.0909090909090909;0.239491685490066;11;121;91;30;10;1
247;D34;Aposentado;0.333333333333333;0.683966586356629;3;129;99;30;2;1
248;D35;Aposentado;0.5;0.372732044491854;2;130;100;30;1;1
249;D36;Aposentado;0.285714285714286;0.744241612082321;7;125;96;29;5;2
250;D37;Aposentado;0.409090909090909;0.0346888053005873;22;110;88;22;13;9
251;D38;Aposentado;0;0.429821621542201;2;130;99;31;2;0
252;D39;Aposentado;0.466666666666667;0.0244696577425095;15;117;93;24;8;7
253;D4;Aposentado;0.25;0.942129239847893;4;128;98;30;3;1
254;D40;Aposentado;0;0.260501644567837;4;128;97;31;4;0
255;D41;Aposentado;0.285714285714286;0.744241612082321;7;125;96;29;5;2
256;D42;Aposentado;0.333333333333333;0.683966586356629;3;129;99;30;2;1
257;D43;Aposentado;0.333333333333333;0.683966586356629;3;129;99;30;2;1
258;D44;Aposentado;0.315789473684211;0.163072476144281;38;94;75;19;26;12
259;D45;Aposentado;0.181818181818182;0.664754482552757;11;121;92;29;9;2
260;D46;Aposentado;0.289473684210526;0.34653758378734;38;94;74;20;27;11
261;D47;Aposentado;0.0909090909090909;0.239491685490066;11;121;91;30;10;1
262;D48;Aposentado;0.384615384615385;0.0443954950387607;26;106;85;21;16;10
263;D49;Aposentado;0.0833333333333333;0.194081208290354;12;120;90;30;11;1
264;D5;Aposentado;0.666666666666667;0.0742960957152981;3;129;100;29;1;2
265;D50;Aposentado;0;0.429821621542201;2;130;99;31;2;0
266;D51;Aposentado;1;0.0700036270740707;1;131;101;30;0;1
267;D52;Aposentado;0;0.429821621542201;2;130;99;31;2;0
268;D53;Aposentado;0;0.429821621542201;2;130;99;31;2;0
269;D9;Aposentado;1;0.0700036270740707;1;131;101;30;0;1
270;RMDQ1_v1;Aposentado;0.202898550724638;0.751508811349967;69;113;94;19;55;14
271;RMDQ2_v1;Aposentado;0.202702702702703;0.73822898221603;74;108;90;18;59;15
272;RMDQ3_v1;Aposentado;0.217391304347826;0.377357110657859;69;115;96;19;54;15
273;RMDQ4_v1;Aposentado;0.28;0.0420746840668553;50;134;114;20;36;14
274;RMDQ5_v1;Aposentado;0.241935483870968;0.15446007396301;62;122;103;19;47;15
275;RMDQ6_v1;Aposentado;0.224489795918367;0.403116298009275;49;135;112;23;38;11
276;RMDQ7_v1;Aposentado;0.212121212121212;0.599782928377044;33;150;124;26;26;7
277;RMDQ8_v1;Aposentado;0.375;0.143044114661345;8;175;145;30;5;3
278;RMDQ9_v1;Aposentado;0.178571428571429;0.979043887998176;28;155;127;28;23;5
279;RMDQ10_v1;Aposentado;0.205882352941176;0.667541902034753;34;149;123;26;27;7
280;RMDQ11_v1;Aposentado;0.2;0.736409983699538;35;148;122;26;28;7
281;RMDQ12_v1;Aposentado;0.184210526315789;0.944243302163813;38;145;119;26;31;7
282;RMDQ13_v1;Aposentado;0.256410256410256;0.163563432130849;39;144;121;23;29;10
283;RMDQ14_v1;Aposentado;0.219512195121951;0.458780370781703;41;142;118;24;32;9
284;RMDQ15_v1;Aposentado;0.125;0.449437055094453;24;159;129;30;21;3
285;RMDQ16_v1;Aposentado;0.266666666666667;0.178552570613183;30;153;128;25;22;8
286;RMDQ17_v1;Aposentado;0.2;0.714298197771417;40;143;118;25;32;8
287;RMDQ18_v1;Aposentado;0.2;0.759218672015919;30;153;126;27;24;6
288;RMDQ19_v1;Aposentado;0.192307692307692;0.863800455842768;26;157;129;28;21;5
289;RMDQ20_v1;Aposentado;0.225806451612903;0.469882667138764;31;152;126;26;24;7
290;RMDQ21_v1;Aposentado;0.25;0.194780065813509;40;143;120;23;30;10
291;RMDQ22_v1;Aposentado;0.25;0.259088984797628;32;151;126;25;24;8
292;RMDQ23_v1;Aposentado;0.193548387096774;0.833606420633307;31;152;125;27;25;6
293;RMDQ24_v1;Aposentado;0.206896551724138;0.684978356364437;29;154;127;27;23;6
294;DN4 - Queimação;Aposentado;0.123456790123457;0.0796952734974277;81;103;80;23;71;10
295;DN4 - Sensação de frio dolorosa;Aposentado;0.162790697674419;0.732364119386545;43;140;114;26;36;7
296;DN4 - Choque elétrico;Aposentado;0.229166666666667;0.275924204970753;48;138;116;22;37;11
297;DN4 - Formigamento;Aposentado;0.155555555555556;0.659249403441332;45;141;115;26;38;7
298;DN4 - Alfinetada e agulhada;Aposentado;0.173076923076923;0.923066685263061;52;134;110;24;43;9
299;DN4 - Adormecimento;Aposentado;0.192307692307692;0.773649074651853;52;132;109;23;42;10
300;DN4 - Coceira;Aposentado;0.5;0.0355059389885742;6;180;150;30;3;3
301;DH4 - Hipoestesia ao toque;Aposentado;0.333333333333333;0.309520825184632;6;180;149;31;4;2
302;DN4 - Hipoestesia a picada de agulha;Aposentado;0.285714285714286;0.444548495977596;7;179;148;31;5;2
303;DN4 - Escovação;Aposentado;0.4;0.186605811676443;5;181;150;31;3;2
304;Fuma;Desempregado;0.244444444444444;0.0451735753747703;45;140;123;17;34;11
305;Cirurgia_coluna;Desempregado;0.208333333333333;0.0156538458128831;72;108;99;9;57;15
306;Aposentado;Desempregado;0.305555555555556;0.0046365154113666;36;161;142;19;25;11
307;Desempregado;Desempregado;1;9,43E-31;30;167;167;0;0;30
308;Licenca_Medica;Desempregado;0.421052631578947;0.000639852650193431;19;177;155;22;11;8
309;Aposentado_Invalidez;Desempregado;0.375;0.0723382861371128;8;183;157;26;5;3
310;Analg.e9.sicos;Desempregado;0.144;0.82248740219614;125;64;54;10;107;18
311;OutraDoenca;Desempregado;0.2;0.214878642361632;70;121;105;16;56;14
312;Dor_costas;Desempregado;0.234782608695652;0.000319401817353689;115;75;72;3;88;27
313;Dor_pernas;Desempregado;0.166666666666667;0.855737959119117;60;128;108;20;50;10
314;Retornar_trabalho;Desempregado;0.368421052631579;0.00480133528504024;19;154;135;19;12;7
315;Masc;Desempregado;0.140625;0.535031836195367;128;69;57;12;110;18
316;Fem;Desempregado;0.173913043478261;0.535031836195367;69;128;110;18;57;12
317;Casado_Amasiado;Desempregado;0.109756097560976;0.294315746278617;82;104;87;17;73;9
318;Solteiro;Desempregado;0.177215189873418;0.205895827839192;79;107;95;12;65;14
319;Separado_Divorciado;Desempregado;0.142857142857143;0.980936923098029;7;179;154;25;6;1
320;X4;Desempregado;0;0.481487710817077;3;183;157;26;3;0
321;X5;Desempregado;0.25;0.520467118506384;4;182;157;25;3;1
322;X6;Desempregado;0.0909090909090909;0.629847413624636;11;175;150;25;10;1
323;Livrar_costas;Desempregado;0.211538461538462;0.529583371206293;104;14;10;4;82;22
324;Livrar_perna;Desempregado;0.307692307692308;0.420495532343745;13;105;83;22;9;4
325;Livrar_perda_sens;Desempregado;0;0.593426957598424;1;117;91;26;1;0
326;D1;Desempregado;0;0.624248775981322;1;129;104;25;1;0
327;D15;Desempregado;0.333333333333333;0.369475560195933;6;124;101;23;4;2
328;D16;Desempregado;0.1;0.254830925062737;20;110;87;23;18;2
329;D17;Desempregado;0.2;0.964499561927088;5;125;101;24;4;1
